Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
Innovation Advisors Program,Erin DuPree MD,,"One Gustave L Levy Place
New York, NY
(40.789202149189116, -73.95474264612102)","One Gustave L. Levy Place, Box 1238",New York,NY,,,,,,
Innovation Advisors Program,"Laura Beth Brown RN, BSN, MSN",,"2120 Belcourt Avenue
Nashville, TN
(36.1368031293199, -86.80236188615015)",2120 Belcourt Avenue,Nashville,TN,,,,,,
Innovation Advisors Program,"Kellie Hamblin RN, BSN, MBA, CPHQ, SSGB",,"1801 Lind Avenue SW Valley Office Park
Renton, WA
(47.47556000029397, -122.20456000014377)",1801 Lind Avenue SW Valley Office Park #9016,Renton,WA,,,,,,
Innovation Advisors Program,"Erin Denholm MSN, RN",,"1391 Speer Blvd. St. 600
Denver, CO
(39.740009999562005, -104.99225999969906)","1391 Speer Blvd., Ste. 600",Denver,CO,,,,,,
Innovation Advisors Program,"Jennifer DeCubellis LPC, LPA",,"300 South 6th Street MC 106
Minneapolis, MN
(44.975699762092006, -93.26624796496418)","300 South 6th Street, MC 106",Minneapolis,MN,,,,,,
Innovation Advisors Program,"Corita Grudzen MD, MSHS",,"One Gustave L Levy Place
New York, NY
(40.789202149189116, -73.95474264612102)","One Gustave L. Levy Place, Box 1620",New York,NY,,,,,,
Innovation Advisors Program,"Christine Baker PhD, RN, MBA, FACHE",,"700 Park Street
Madison, WI
(43.05951431426246, -89.40084497116902)",700 S. Park Street,Madison,WI,,,,,,
Innovation Advisors Program,Michelle Schoepflin Sanders MD,,"9205 Barnes Road
Portland, OR
(45.50893477292482, -122.77140295308504)",9205 SW Barnes Road,Portland,OR,,,,,,
Innovation Advisors Program,Len Nichols PhD,,"4400 University Drive
Fairfax, VA
(38.83505700026927, -77.31124094484852)",Robinson Hall B378 Mail Stop 2D7 4400 University Drive,Fairfax,VA,,,,,,
Innovation Advisors Program,"Zeev Neuwirth MD, MHCM",,"2709 Water Ridge Parkway
Charlotte, NC
(35.18688524265144, -80.92544530941962)","2709 Water Ridge Parkway, Suite 500",Charlotte,NC,,,,,,
Innovation Advisors Program,"Margaret Namie RN, BSN, MPH, CPHQ",,"4600 McAuley Place
Cincinnati, OH
(39.245696432067916, -84.3794444476913)",4600 McAuley Place,Cincinnati,OH,,,,,,
Innovation Advisors Program,Nancy Murphy MD,,"295 Chipeta Way 2S010
Salt Lake City, UT
(40.76233108872003, -111.82753519209274)","295 Chipeta Way, 2S010",Salt Lake City,UT,,,,,,
Innovation Advisors Program,"Maureen Murphy MD, FAAFP, ABMA",,"390 Lake
Delton, WI
(43.589129999849774, -89.79282999970457)",P.O. Box 390,Lake Delton,WI,,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Rhode Island,Operating in Rhode Island,"RI
(41.70828000002217, -71.5224700001902)",,,RI,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Maryland,Operating in Maryland,"MD
(39.29057999976732, -76.6092600004485)",,,MD,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Illinois,Operating in Illinois,"IL
(40.485010000411364, -88.99770999971656)",,,IL,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Maine,Operating in Maine,"ME
(45.25423000041434, -68.9850299999344)",,,ME,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Missouri,Operating in Missouri,"MO
(38.63578999960896, -92.5663000000448)",,,MO,true,,,,,
Medicaid Emergency Psychiatric Demonstration,District of Columbia,Operating in District of Columbia,"DC
(38.89036999987576, -77.03195999965413)",,,DC,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Washington,Operating in Washington,"WA
(47.522280000022135, -120.47001000026114)",,,WA,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Alabama,Operating in Alabama,"AL
(32.840569999605975, -86.63186000013877)",,,AL,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of West Virginia,Operating in West Virginia,"WV
(38.66550999958696, -80.71263999973604)",,,WV,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of California,Operating in California,"CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of North Carolina,Operating in North Carolina,"NC
(35.46624999963797, -79.1593199999179)",,,NC,true,,,,,
Medicaid Emergency Psychiatric Demonstration,State of Connecticut,Operating in Connecticut,"CT
(41.56265999995918, -72.6498400002157)",,,CT,true,,,,,
Multi-payer Advanced Primary Care Program,State of Rhode Island,Operating in State of Rhode Island,"RI
(41.70828000002217, -71.5224700001902)",,,RI,true,,,,,
Multi-payer Advanced Primary Care Program,State of Pennsylvania,Operating in State of Pennsylvania,"PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
Multi-payer Advanced Primary Care Program,State of North Carolina,Operating in State of North Carolina,"NC
(35.46624999963797, -79.1593199999179)",,,NC,true,,,,,
Multi-payer Advanced Primary Care Program,State of Vermont,Operating in State of Vermont,"VT
(43.625379999687425, -72.51764000028561)",,,VT,true,,,,,
Multi-payer Advanced Primary Care Program,State of Minnesota,Operating in State of Minnesota,"MN
(46.3556499998478, -94.79419999982997)",,,MN,true,,,,,
Multi-payer Advanced Primary Care Program,State of New York,Operating in State of New York,"NY
(42.82699999955048, -75.54396999981549)",,,NY,true,,,,,
Multi-payer Advanced Primary Care Program,State of Michigan,Operating in State of Michigan,"MI
(44.661320000317914, -84.71438999959867)",,,MI,true,,,,,
Multi-payer Advanced Primary Care Program,State of Maine,Operating in State of Maine,"ME
(45.25423000041434, -68.9850299999344)",,,ME,true,,,,,
Pioneer ACO,Atrius Health,Operating in Eastern and Central Massachusetts,"275 Grove Street
Newton, MA
(42.3374456457339, -71.25172901270133)",275 Grove Street,Newton,MA,,,,,,
Pioneer ACO,Monarch HealthCare ACO,"Operating in Orange County, California","11 Technology Drive
Irvine, CA
(33.64982698271393, -117.73698923984335)",11 Technology Drive,Irvine,CA,,,,,,
Pioneer ACO,OSF Healthcare,Operating in Central Illinois,"800 Glen Oak Avenue
Peoria, IL
(40.70352239245025, -89.58825652148701)",800 N.E. Glen Oak Avenue,Peoria,IL,,,,,,
Pioneer ACO,Montefiore ACO,"Operating in New York City (the Bronx) and lower Westchester County, New York","111 210th Street
New York, NY
(40.87984549828866, -73.88018351154432)",111 East 210th Street,New York,NY,,,,,,
Pioneer ACO,Michigan Pioneer ACO,Operating in Southeastern Michigan,"28411 Northwestern Highway
Southfield, MI
(42.4966466425642, -83.2988101040641)",28411 Northwestern Highway,Southfield,MI,,,,,,
Pioneer ACO,Plus,"Operating in Tarrant, Johnson and Parker Counties in North Texas","1701 River Run
Fort Worth, TX
(32.72705063488979, -97.36054640165685)",1701 River Run,Fort Worth,TX,,,,,,
Pioneer ACO,"Steward Healthcare Network, Inc",Operating in Eastern Massachusetts,"500 Boylston Street
Boston, MA
(42.3508305687335, -71.07450562419507)",500 Boylston Street,Boston,MA,,,,,,
Pioneer ACO,University of Michigan,Operating in Southeastern Michigan,"2600 Green Road
Ann Arbor, MI
(42.3093387336911, -83.69279600891727)",2600 Green Road,Ann Arbor,MI,,,,,,
Pioneer ACO,Trinity Pioneer ACO,Operating in Northwest Central Iowa,"802 Kenyon Road
Fort Dodge, IA
(42.49249673417616, -94.18999565531111)",802 Kenyon Road,Fort Dodge,IA,,,,,,
Pioneer ACO,Sharp Healthcare ACO,Operating in San Diego County,"8695 Spectrum Center Boulevard
San Diego, CA
(32.826389746246264, -117.1410265174668)",8695 Spectrum Center Boulevard,San Diego,CA,,,,,,
Pioneer ACO,Seton Health Alliance,Operating in Central Texas (11 county area including Austin),"4515 Seton Center Parkway
Austin, TX
(30.400864273902414, -97.74247048105997)",4515 Seton Center Parkway,Austin,TX,,,,,,
Pioneer ACO,Renaissance Medical Management Company,Operating in Southeastern Pennsylvania,"489 Devon Park Drive
Wayne, PA
(40.07566274646831, -75.41064074778677)",489 Devon Park Drive,Wayne,PA,,,,,,
Pioneer ACO,Presbyterian Healthcare Services,Operating in Central New Mexico,"2501 Buena Vista Drive
Albuquerque, NM
(35.053893500958566, -106.62434571361234)",2501 Buena Vista Drive SE,Albuquerque,NM,,,,,,
Pioneer ACO,Healthcare Partners of Nevada,"Operating in Clark and Nye Counties, Nevada","700 Warm Springs Road
Las Vegas, NV
(36.05715917040504, -115.14756232765956)",700 E. Warm Springs Road,Las Vegas,NV,,,,,,
Pioneer ACO,Healthcare Partners of California,"Operating in Los Angeles and Orange Counties, California","19191 Vermont Ave
Torrance, CA
(33.85633830030213, -118.29058490141955)",19191 S Vermont Ave.,Torrance,CA,,,,,,
Pioneer ACO,PrimeCare Medical Netowork Inc,Operating in Southern California (San Bernardino and Riverside Counties),"3990 Concours
Ontario, CA
(34.071081647703615, -117.56614217734868)",3990 Concours,Ontario,CA,,,,,,
Pioneer ACO,Bellin-ThedaCare Healthcare Partners,Operating in Northeast Wisconsin,"820 Association Drive
Appleton, WI
(44.297170284205436, -88.41854249822546)",820 Association Drive,Appleton,WI,,,,,,
Pioneer ACO,Banner Health Network,"Operating in  Phoenix, Arizona Metropolitan Area Maricopa and Pinal Counties","1441 12th Street
Mesa, AZ
(33.417039999696385, -111.83145999967911)",1441 North 12th Street,Mesa,AZ,,,,,,
Pioneer ACO,"Beacon Health, LLC","Operating in Central, Eastern and Northern Maine","43 Whiting Hill Road
Brewer, ME
(44.77101406718979, -68.72872627140994)",43 Whiting Hill Road,Brewer,ME,,,,,,
Pioneer ACO,Allina Hospitals and Clinics,Operating in Minnesota and Western Wisconsin,"2925 Chicago Avenue
Minneapolis, MN
(44.94927260924544, -93.26256492656505)",2925 Chicago Avenue,Minneapolis,MN,,,,,,
Pioneer ACO,Brown & Toland Medical Group,"Operating in San Francisco Bay Area, California","153 Townsend Street
San Francisco, CA
(37.77966662600454, -122.39170019909432)",153 Townsend Street,San Francisco,CA,,,,,,
Pioneer ACO,Genesys PHO,Operating in Southeastern Michigan,"307 Court Street
Flint, MI
(43.01386472805524, -83.68504193598756)",307 East Court Street,Flint,MI,,,,,,
Pioneer ACO,Dartmouth Hitchcock ACO,Operating in New Hampshire and Eastern Vermont,"One Medical Center Drive
Lebanon, NH
(43.68381174165794, -72.27231210591587)",One Medical Center Drive,Lebanon,NH,,,,,,
Pioneer ACO,Mount Auburn Cambridge Independent Practice Association (MACIPA),Operating in Eastern Massachusetts,"1380 Soldiers Field Road
Boston, MA
(42.36293544324786, -71.14351959672354)",1380 Soldiers Field Road,Boston,MA,,,,,,
Pioneer ACO,"JSA Medical Group, a division of HealthCare Partners","Operating in Orlando, Tampa Bay and surrounding South Florida","10051 5th Street
St Petersburg, FL
(27.862806636032246, -82.64081214810648)",10051 5th Street North,St. Petersburg,FL,,,,,,
Pioneer ACO,Franciscan Alliance,Operating in Indianapolis and Central Indiana,"700 Southport Road
Indianapolis, IN
(39.66447472823177, -86.14600069628585)",700 E Southport Road,Indianapolis,IN,,,,,,
Pioneer ACO,Heritage California ACO,"Operating in Southern, Central and Coastal California","8510 Balboa Blvd
Northridge, CA
(34.224143023845215, -118.50260006982705)",8510 Balboa Blvd.,Northridge,CA,,,,,,
Pioneer ACO,Beth Israel Deaconess Physician Organization,Operating in Eastern Massachusetts,"400 Blue Hill Drive
Westwood, MA
(42.21145364063261, -71.15016558652007)",400 Blue Hill Drive,Westwood,MA,,,,,,
Pioneer ACO,Fairview Health Services,"Operating in Minneapolis, Minnesota Metropolitan Area","2450 Riverside Avenue
Minneapolis, MN
(44.96594048890716, -93.23703780267293)",2450 Riverside Avenue,Minneapolis,MN,,,,,,
Pioneer ACO,Park Nicollet Health Services,"Operating in Minneapolis, Minnesota Metropolitan Area","3800 Park Nicollet Blvd
St Louis Park, MN
(44.93161512492681, -93.34601206590997)",3800 Park Nicollet Blvd.,St. Louis Park,MN,,,,,,
Pioneer ACO,Partners Healthcare,Operating in Eastern Massachusetts,"115 Fourth Avenue
Needham, MA
(42.2833, -71.2333)",115 Fourth Avenue,Needham,MA,,,,,,
Pioneer ACO,Physician Health Partners,"Operating in Denver, Colorado Metropolitan Area","1515 Arapahoe St
Denver, CO
(39.747167388825915, -104.99659982024019)",1515 Arapahoe St.,Denver,CO,,,,,,
State Innovation Models Initiative: Model Design Awards,State of Michigan,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"MI
(44.661320000317914, -84.71438999959867)",,,MI,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Texas,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"TX
(31.82724000022597, -99.42676999973554)",,,TX,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Iowa,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"IA
(42.469390000048634, -93.81649000001335)",,,IA,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Idaho,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"ID
(43.682590000228515, -114.36368000023168)",,,ID,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Tennessee,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"TN
(35.68094000038087, -85.77449000011325)",,,TN,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Connecticut,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"CT
(41.56265999995918, -72.6498400002157)",,,CT,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of New Hampshire,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"NH
(43.65595000019255, -71.50036000041354)",,,NH,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Pennsylvania,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"PA
(40.79372999993973, -77.86069999960512)",,,PA,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Ohio,Model Design States states are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"OH
(40.06020999969189, -82.40426000019869)",,,OH,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Utah,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"UT
(39.36070000030492, -111.58712999994941)",,,UT,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of California,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"CA
(37.638300000444815, -120.99958999997835)",,,CA,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Illinois,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"IL
(40.485010000411364, -88.99770999971656)",,,IL,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Maryland,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"MD
(39.29057999976732, -76.6092600004485)",,,MD,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Rhode Island,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"RI
(41.70828000002217, -71.5224700001902)",,,RI,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Delaware,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"DE
(39.00883000020451, -75.57774000040052)",,,DE,true,,,,,
State Innovation Models Initiative: Model Design Awards,State of Hawaii,Model Design States are developing state-based models for multi-payer payment and health care delivery system transformation. Visit the Model Design Awards page for details on this state's effort.,"HI
(21.304850000427336, -157.85774999956269)",,,HI,true,,,,,
